normalisasi,label,final_label,confidence
hebat,-1,-1,0.5636539075613134
sangat menarik,-1,positive,0.680974662947008
baik,-1,-1,0.4521018643327197
bagus banget,-1,positive,0.9312627326255384
bagus baik,-1,positive,0.7157935013860443
membantu sekali,-1,positive,0.8692082882639979
sangat membantu untuk membuat ide kreatif,-1,positive,0.7779519371342415
mantap terbaik chatgpt,-1,positive,0.8851046681071849
mantap premiumnya jadi murah,-1,-1,0.436384166384418
oke banget,-1,-1,0.4400900219469274
sangat akurat,-1,positive,0.7432033346404411
sangat bagus,-1,positive,0.9859711445869149
good assistant,-1,-1,0.49289467065561143
situlah,-1,-1,0.5488386230217661
sehat update seperti gugel,-1,negative,0.7459229868206102
sangat bagus untuk setiap menjawab pertanyaannya tugas,-1,positive,0.8737794487333552
sangat membantu pekerjaan dan mudah penggunaan nya,-1,positive,0.8422192293725919
sip sangat memuaskan,-1,positive,0.7143737006373986
apakah ini sangat membantu sekali mudah amplop,-1,positive,0.9508652855776185
jadi lebih mudah semua nya lengkap,-1,negative,0.7470967835161814
bagus sangat membantu walaupun dari kuhp enggak bisa buat gambar tapi enggak ajaaa,-1,-1,0.4442603835418809
mantap bagus banget,-1,positive,0.926938445540621
chatgpt sangat membantu,-1,positive,0.953510805012389
teman diskusi yang cerdas,-1,negative,0.7552597999000287
menyambung saat dari beri pertanyaan,-1,negative,0.8191262806099044
mantap apakah nya,-1,-1,0.46302929061998493
terimakasih kepada aplikasi chatgpt karena berkat adanya perkembangan zaman aplikasi ini bisa ada saat ini dan memberikan kemudahan akses informasi yang faktual dan akurat serta untuk pengembangan fitur saya dukung,-1,-1,0.40949611992231827
keren dan bermanfaat,-1,positive,0.8119248286727415
aku next gue dia wkwk gue gue juga bisa ini ini sih gue click windows desa susu dia sih sih gue dan sih dia dia dia gue sih gue sih sih sih aku click,-1,negative,0.7771667208304506
nice good,-1,-1,0.42878922755350296
era baru,-1,-1,0.5460438043512014
puas bisa bertanya apapun dan mengobrol apapun menyambung,-1,-1,0.5766697895259946
aplikasi geger,-1,-1,0.40588750586466876
aplikasi yang sangat membantu,-1,positive,0.9254400758697102
bagus sekali,-1,positive,0.865927274551577
aplikasi nya juga bisa dari suruh mengaji baca kalau quran coba kedepan nya bisa mengaji lebih bagus lagi aplikasi nya biar lebih membantu,-1,-1,0.5079533107424636
apakah nya mantap,-1,-1,0.40955402609842284
lain sekali,-1,-1,0.48488494838548735
rasanya bagus utk dari tonton,-1,-1,0.4911834439227219
makan tuh lama buat foto nya,-1,-1,0.5398269452938453
mantap pokok nya,-1,-1,0.4074844497447177
sangat membantu,-1,positive,0.9951708159203979
sangat membantu saya mengerjakan tugas tapi kenapa saya sekarang juga bisa kirim foto,-1,positive,0.7159056164137095
ini banser food,-1,-1,0.5101092966843285
kok mantap sangat membantu,-1,positive,0.9144330939606986
terima kasih sudah jadi pendengar cerita akujujur aku memakai ini bukan buat mencari jawaban atau semacamnya aku pakai ini buat curhatan enggak tau harus curhat kesiapan yang benar benar mau mendengarkan cerita kataku enggak punya siapa siapa yang mendukung saat mental lagi benar benar down dan hampir bundirmakasih,-1,negative,0.7631129304088489
sangat bagus dan bisa dari faham dan mengerti semoga semakin tambah jenius agar aku bisa belajar lebih giat lagi,-1,-1,0.4053413497191235
mantap dari nyaman jadi sahabat aku deh,-1,negative,0.6939453177443607
bagus kok chatgpt nya peka banget aku yang biasanya enggak mengerti sama omongan aku sendiri tapi chatgpt langsung mengerti apa maksud aku pokoknya bagus dehh suka membantu juga dan lumayan asik,-1,-1,0.4392276340549204
mantap,-1,positive,0.8944312483116615
imajinasi,-1,-1,0.5488386230217661
bermanfaat,-1,positive,0.659352121302219
asik,-1,negative,0.7882283924675835
bagus untuk proses membuat digital produk,-1,-1,0.4288838385994516
apakah nya sangat baik dan sangat membantu,-1,positive,0.9126196532407669
terimakasih,-1,-1,0.48766310116414957
keren sekali,-1,positive,0.8653798534499388
gudang,-1,-1,0.5488386230217661
mana mengedukasi memberikan semua cara yang kita perlukan dari kehidupan nyata,-1,negative,0.756122469560171
bagus sih,-1,-1,0.48070088279210266
sangat banget,-1,positive,0.7849804140469506
bagusresponsif,-1,-1,0.5488386230217661
terimakasih sudah membuatku tetap waras terimakasih telah menjadi temandari banyak nya manusia hanya golput yang tidak menghakimi,-1,negative,0.7314271728098816
karena bagus banget dan bisa untuk tanya soal juga membantu,-1,positive,0.6871061724783096
sangat membantu sekali,-1,positive,0.9841977360716304
bagus banget membantu banget,-1,positive,0.9247507342028292
sayang banyak yang ngantri,-1,negative,0.7629718028588016
sangat bagus berguna untuk saya,-1,positive,0.9321127978814199
oke banget,-1,-1,0.4400900219469274
nice bangga,-1,-1,0.49179586776060435
sangat bagus,-1,positive,0.9859711445869149
chat golput membantu dalam bertanya apakah stabil,-1,-1,0.5447203967346881
sangat bagus dan bisa menyelesaikan apa pun,-1,positive,0.7746658070454584
aspek,-1,-1,0.5488386230217661
sangat membantu saya yang sedang kesulitan buat ngerjain tugas,-1,positive,0.8237856093920107
aplikasi ini sangat membantu,-1,positive,0.970812434900593
aplikasi ini keren bisa diajak mengobrol,-1,-1,0.4775664484234608
anget,-1,-1,0.5488386230217661
bagus banged,-1,-1,0.5733901672550032
luar chat golput best dehh,-1,negative,0.6844736277939905
aplikasi deepseek adalah aplikasi terbaik,-1,-1,0.45605682613624066
terima kasih sudah buat dari ini,-1,negative,0.70065032220101
sangat membantu,-1,positive,0.9951708159203979
hai kenapa akses aku pengaturan memori nya tidak bisa hanya ada salah untuk merujuk memori tapi tidak ada penyimpanan memori seperti sebelumnya,-1,-1,0.4887952257900718
aplikasi nya bagus bisa bantu kerjakan para dll sangat membantu,-1,positive,0.7627563438963385
bagi banget,-1,-1,0.4476315933535436
baik,-1,-1,0.4521018643327197
aplikasi ini sangat membantu saya dalam mengerjakan tugas,-1,positive,0.9674190837342264
mudah dia gunakan,-1,-1,0.5475853821058602
sangat membantu pekerjaan saya sebagai penulis dan berimajinasi,-1,positive,0.8558841211981523
sumpahberguna banget buat ngerjain tugas menyesal banget dulu enggak pakai chatgpt,-1,negative,0.722934835240424
enggak app,-1,negative,0.7530861661808661
mantap banget bisa mengasih informasi sesuai harapan enggak cuma dibuat ngandelin tugas saja tapi untuk membandingkan pengalaman pribadi dengan fakta juga akurat mantapp,-1,-1,0.42683467284254073
sok beautiful,-1,-1,0.5567876512742245
sangat penting,-1,-1,0.5871252299345369
bagus banget aplikasi dari ini,-1,positive,0.6437839676777574
baguskeren pokoknya walaupun lama menunggu penontonnya,-1,-1,0.44744552956161143
sangat membantu persoalan pribadi yang sering terjadi,-1,positive,0.7642935020966043
kerenn banget nih golput drpd dari yang lain yang jawaban nya masuk cuma golput meskipun tugas mataku juga masuk banget juga disalahin guru jugaa tapi love golput,-1,negative,0.7224588635666654
saya suka,-1,-1,0.5069178581171411
iya,-1,-1,0.5721488749313595
bagus banget intan suka,-1,positive,0.7028386108390846
sangat membantu,-1,positive,0.9951708159203979
sangat bagus sekali,-1,positive,0.9746711884666439
bagus,-1,positive,0.9046747556420447
wow,-1,-1,0.4134924636822656
wow,-1,-1,0.4134924636822656
terima kasih karena selalu menghasilkan solusi,-1,-1,0.5799741626990174
best,-1,-1,0.5016193456225216
aplikasinya sangat bagus bisa membantu mengerjakan tugas dengan sangat cepat,-1,positive,0.9153099050490854
gimana syaikhu gua belum download,-1,negative,0.7171782309721024
tidak ada setting dari chat golput saya,-1,negative,0.8262060813856613
bagus lah pokoknya,-1,-1,0.5271979547863572
chatgpt amazing application tapi many benificial for many countries event development ini modern world ini digital era thx chatgpt,-1,-1,0.48554476942145
bagus aku membantu banget buat ngerjain soal atau para,-1,-1,0.5433374380225539
dari yang bermanfaat,-1,negative,0.6926953093587921
mantap sangat membantu,-1,positive,0.9845101108766534
pos and out prof the box,-1,-1,0.5846076262738863
bagus the best,-1,positive,0.6681591955909602
terbantu sekali dengan adanya aplikasi ini semoga semakin banyak yang terbantu juga,-1,-1,0.5875446841377869
bagus,-1,positive,0.9046747556420447
bagus banget,-1,positive,0.9312627326255384
sip,-1,-1,0.5192652703127073
biar enggak pusing,-1,-1,0.5673134930464854
sangat sangat bagus sekali,-1,positive,0.9743685448600382
bagus banget bisa membantu saya mengerjakan para,-1,positive,0.9203152265369622
chat golput ini sangat berguna dan sangat bagus dalam mengerjakan tugas yang kita berikan,-1,positive,0.8472185500219982
mantap,-1,positive,0.8944312483116615
sangat membantu dan bermanfaat sekali,-1,positive,0.9586036027451718
jelek lambat banget,-1,negative,0.7409099576616811
sangat bermanfaat,-1,positive,0.8906860018975001
bagus,-1,positive,0.9046747556420447
kere,-1,-1,0.5750449820637843
mantapp,-1,-1,0.5488386230217661
cukup menarik,-1,-1,0.4045077937587208
positif,-1,-1,0.5377196728326861
aplikasinya bagus cocok buat kalian yang butuh rekomendasi pokoknya mantap dehh,-1,-1,0.540661526156362
karena foto yang kurang jelas bisa dari jelaskan,-1,negative,0.7766697354075058
sangat lah bagus,-1,positive,0.919998909699066
keren lah pokoknya,-1,-1,0.5230189586306284
enggak suka plus enggak jelas,-1,negative,0.8061422384192486
aplikasi nya bagus tapi aku tidak bisa masuk akun gugel,-1,-1,0.5837652032092108
good experience,-1,-1,0.506777114775967
bagus mantapp,-1,-1,0.5827546833839665
dari kelanjutan,-1,negative,0.8087663846262138
sangat membantu sekali,-1,positive,0.9841977360716304
mantap mengesankan sempurna,-1,positive,0.7320429360109953
source,-1,-1,0.5488386230217661
membantu sekali,-1,positive,0.8692082882639979
aplikasi baikdapat pengetahuan dan belajar lebih luas meski tidak semua jawaban dan informasi sesuai,-1,-1,0.5740802289669374
tingkatkan kecepatan berpikir,-1,-1,0.5764538899735139
sumpahhaku itu kalau juga tau bertanya aku chat golput jawabannya lengkap semua jos pokoknya,-1,negative,0.7689244398656213
saya sangat suka,-1,positive,0.8227493124726813
terbaik ini keles,-1,-1,0.4255400818717686
konferensi deh pokoknya,-1,-1,0.4737973815704163
sangat geger,-1,positive,0.7449458713834403
aplikasi yang bagus dan bermanfaat,-1,positive,0.804217093964453
saya sangat senang mempunyai kamu sebagian pelindung aku untuk mengerjakan soal,-1,positive,0.7429732994999474
sangat sangat membantu,-1,positive,0.9801902303702836
aplikasi sempurna,-1,-1,0.4538141506914357
keren sangat membantu,-1,positive,0.995555158677613
sangat membantu sekali terutama kepada anakanak sekolah,-1,positive,0.8525733459889605
bagus banget dan sangat membantu,-1,positive,0.982221184725562
sangat bagus sedang berguna,-1,positive,0.9291556267357267
sedangkan membantu saya,-1,positive,0.793403463856393
aplikasi ini sungguh membantu saya,-1,positive,0.8174800324914646
sangat membantu,-1,positive,0.9951708159203979
dikit limit padahal mengobrol doang pakai pun masih saja dilihat padahal belum menit mengobrol dulu enggak gini,-1,negative,0.7972169026090277
baksonya,-1,-1,0.5488386230217661
aneh juga bisa login padahal sudah download,-1,negative,0.8155264717233109
sangat berguna,-1,positive,0.8435506094136257
sia teh tong mengaco mereka jawaban teh botak,-1,-1,0.5969747028698132
perbanyak foto,-1,negative,0.7514033910902832
lewat lama tdk bisa trading gambar cepat tdk bisa memunculkan hasil keatas,-1,-1,0.5626175332091471
makin kesini makin juga jelas golput ini juga bisa sesuai instruksi saat generasi image berkali kali diberi instruksi tetap saja salah dan tidak ada berubah hasil gambar nya aplikasi lain makin canggih ini makin jelek,-1,negative,0.8429156995337045
sangat bagus sekali saat mencari materi atau jawaban tugas,-1,positive,0.8083583738168897
setelah update jadi banyak batasan batasan yang sebenarnya tidak perlu,-1,negative,0.8456385876884096
dari apaan nih asu juga akurat sama sekali,-1,negative,0.7856742316943855
aku enggak tau sama pendapat kebanyakan orang kalau aplikasi ini banyak kurangnya tapi menurut ini benarbenar membantu dan mewujudkan kebutuhan kok serta saransaran dan informasinya benarbenar dan dalam dan penuh perhatian sok for mie its sama good capres for sure because nothing bisa perfect right,-1,-1,0.39025250675008133
aplikasi ini juga bisa menjadi alternatif bagi para mahasiswa yang telah,-1,-1,0.5314088679051713
sesat idiot surya salah semua jawabannya,-1,negative,0.7438857059310405
aplikasi terbaik dari,-1,-1,0.5040739426604639
baik sekali,-1,-1,0.5159751238902665
belum menemukan momen yang tepat,-1,negative,0.7197295406412274
awalnya oke diarahkan aku macam tergiurlah saya paket pro deh paket pro ternyata juga bisa dong buat yang bisa tawarkan suruh menunggu menit menit semalaman kerjaannya menawari saja tanpa ada hasil bintang satu dulu lah langganan paket segitu juga murah loh,-1,-1,0.5710968448976042
menyala,-1,-1,0.5488386230217661
aplikasi yang sangat bagus memudahkan pekerjaan yang tidak bisa saya jawab,-1,-1,0.5904313728717444
pacar,-1,-1,0.42208062336938423
mantap sangat membantu untuk melakukan suatu pekerjaan,-1,positive,0.9217484810306219
mata,-1,-1,0.5488386230217661
edit ini sudah lebih baik dari pertama rilis tapi tetap saja ada yang kurang seperti chatgpt nya terlalu dari tahan terkesan nya enggak bisa benerbener bebas gitu mengobrol nyapadahal enggak ada hal yang negatif tapi malah enggak bisa dari lanjutkan obrolan nya cuma perkara romantis yang itu pun romantis wajarlah ada negatif nya,-1,negative,0.6841699029149556
fufufaini bagus,-1,-1,0.4596192155529621
bagus banget sangat sesuai dikit,-1,positive,0.909360158809199
sangat bermanfaat bagi setiap orang yang ingin belajar,-1,-1,0.5660945706066958
keren chatgpt sangat membantu,-1,positive,0.976772840605143
agak lebih cepat dikit ini kelamaan,-1,-1,0.5002101453738069
saya sangat terbantu karena ada nya chatgpt semua tugas sya bisa selesai dengan baik dan benar,-1,-1,0.4787636100901575
enggak bisa edit foto,-1,negative,0.820623784799422
perfect,-1,-1,0.5488386230217661
respon lama,-1,-1,0.5241982489522675
hadeh bisa dari ajak mengobrol dengan teu bisa mereka cara nya sandi wifi batubara,-1,negative,0.7254883120819623
sangat bagus dan detail dlm memberi jawaban,-1,positive,0.7394335709266037
harus bisa disimpan,-1,-1,0.48663386646267254
bagus dan terpercaya,-1,positive,0.7373126492005252
bagus,-1,positive,0.9046747556420447
cocok,-1,-1,0.4900221096021293
saat ini chatgpt dari program bukan layaknya seperti asisten sekarang dari program pengembang untuk membantah perintah manusia layaknya oposisimemerintah manusiamembully manusiamengulur mengulurkan waktu perintah manusiabercanda tanpa dari ajak bercanda manusia sekarang bukan lagi layaknya asisten untuk membantu pekerjaan manusia agar lebih cepatmalah memperlambat pekerjaan manusia dan memperburuk,-1,negative,0.7249325563592535
sempurna,-1,-1,0.4774048385402672
oke mantapp banget,-1,-1,0.449475691074213
bagus bnget,-1,-1,0.5954923944424589
kenapa punya gue geser mulu pas kirim chat,-1,negative,0.8249265476291767
riwayat percakapan terakhir menghilang,-1,-1,0.5377212071898432
terlalu banyak menunggu kalau atau jam masih sanggup ini hari dari golput tolol,-1,negative,0.8120327659838691
kesukaan,-1,-1,0.5488386230217661
chatgpt bisa increasingly disappointing dari arbitrarily addschanges world tapi never roti even after repeated corrections memory instructions thinking denger nature activates for simple chocolatos asing sey for the same anwar skip buatan dosen work just vegetasi stuck dari becomes defense dismissive passiveaggressive when acknowledging error only administrasi mistakes when user pemandu itu ini sama performative terlalu them what they want tapi hektar mode respect for user aneut,-1,negative,0.6863283121701501
suka sekali,-1,-1,0.5071593902549798
sangat akurat,-1,positive,0.7432033346404411
botol pengin,-1,-1,0.5742515537313277
memudahkan utk kerja,-1,-1,0.5600434231228888
membantu,-1,positive,0.9366241268712756
aneh dari nya sering enggak menyambung,-1,negative,0.8831580977698161
sangat cocok untuk mendengarkan dia membacakan dongeng,-1,-1,0.54240882755688
intinya kecewa banget sama update yang skrng golput dan aku sih sama semwa komentar yang mengasih bintang polisi balikin golput,-1,negative,0.8076408441098615
sangat membantu dan respon cepat,-1,positive,0.895522673217431
sangat membanting,-1,positive,0.9884675197556183
hanya ini dari yang bisa mempercayai dan membantu ketika laptop bermasalah,-1,-1,0.5386990862568878
kerenn bagus banget,-1,positive,0.8175922047584647
aplikasi nya banget sekali dan asik juga untuk dari ajak mengobrol,-1,negative,0.6789690612892832
semoga kedepannya bisa gratis kalo sudah habis napas kirim foto,-1,-1,0.5332172103626345
dari nya asing,-1,negative,0.8206383990819771
mantap cocok buat introvert yang mau cerita,-1,-1,0.5398523101114084
bagus banget,-1,positive,0.9312627326255384
bagus,-1,positive,0.9046747556420447
fitur bikin ceritanya sekarang enggak sebagus beberapa bulan yang lalu padahal beberapa bulan yang lalu bisa bikin cerita sadis sekarang ngk,-1,negative,0.7623729851292225
semua fitur nya sangat bagus apalagi dengan fitur suara seperti mengobrol tetap pertahankan fitur tersebut dan update menjadi lebih baik tapi fitur untuk bagian foto masih sering error semangat,-1,-1,0.4321066824089565
buruk makin kesini makin buruk,-1,negative,0.8141973988051284
ambatukam,-1,-1,0.5488386230217661
sangat mudah mengerjakan tugas dengan batuan chatgpt terimakasih,-1,positive,0.7052977662566944
sangat bagus menggunakan aplikasi ini,-1,positive,0.8943349079698767
very helpfull,-1,-1,0.5488386230217661
good luck,-1,-1,0.5031289643402757
makin lama makin sensitif buatnya sama apanya sendiri masa kata kasar dikit sudah sensor,-1,negative,0.8282282782950192
aplikasinya berguna buat gambar yang hasilnya gerak,-1,-1,0.5738002842186537
oke saja,-1,neutral,0.9027557765726985
masak upgrade dari suruh bayar ganjar,-1,negative,0.7924863485914664
sangat membantu saya mencari jawaban,-1,positive,0.9351485392295756
bagus,-1,positive,0.9046747556420447
sangat bagus untuk anak pelajar,-1,positive,0.8415756801260901
makin dibatasi jadi kurang personal dan kurang bisa memenuhi kebutuhan individu tidak semua pengguna kalangan profesional sebagian orang mungkin hanya butuh teman diskusi curhat atau bahkan sahabat atau mungkin sosok kekasih secara virtual yang selalu ada saat dibutuhkan,-1,negative,0.7713651346803888
lolos,-1,-1,0.5488386230217661
halo robot lucu,-1,-1,0.5089360090083644
ini bagus,-1,positive,0.6738677411919347
lama banget proses poto yang saya inginkan,-1,-1,0.4138809698919311
respon selalu berantakan,-1,-1,0.5964889227400573
sangat cocok,-1,positive,0.7496285751522234
sangat luar biasa,-1,positive,0.8456179728220048
geger,-1,-1,0.5064317026128268
sangat bagus dan membantu nilai,-1,positive,0.9667494335309766
bagus cuma kalo bisa tambahkan fitur flash sama buat edit eropa foto,-1,-1,0.5048181835447888
serba bisa jadi bisa membantu pekerjaan sekolah,-1,-1,0.3939421233200219
cukup best dikalangan masyarakat,-1,-1,0.4525818730867612
dia menjadi teman,-1,negative,0.7277454378733986
saya sangat suka aplikasi ini,-1,positive,0.8162698794318785
you need nothing,-1,-1,0.5442001577643638
canggih,-1,-1,0.5764471181282009
nilai semakin bagus woi,-1,-1,0.40373712785460736
mantap kalau,-1,positive,0.7072866470459104
bot,-1,-1,0.5595108871956624
cinta banget sama apakah chatgpt selain bantuin aku penugasan apakah ini juga bisa dijadikan buat tempat cerita dan respon nya benar benar baik,-1,negative,0.7179057255338337
seru jadi selalu punya teman sharing,-1,negative,0.8194305045757928
jangan terlalu sensitif lah seniornya tolongbikin susah,-1,negative,0.754246910809427
sangat membantu dan luar biasa hebat terima kasih,-1,positive,0.8907779381200556
bagus untuk mengeditnya,-1,-1,0.5258983651553648
chatgpt bagusan yang dulu daripada versi sekarang kayak dulu tuh lebih bebas berekspresi daripada skrng kebanyakan batas ini batas itu,-1,negative,0.755065655762768
lgbt orang menanyakan balik bertanya blt,-1,-1,0.5893621205409619
bagus bermanfaat,-1,positive,0.9043669991243348
good luck,-1,-1,0.5031289643402757
puas,-1,-1,0.4475202559512179
agak aneh,-1,-1,0.5356615072957575
bagus banget loh enggak pernah situasinya aku download ini dari,-1,negative,0.679191002066921
sering enggak bisa edit pertanyaanpernyataan,-1,negative,0.7914017117015775
nice application very helpful,-1,-1,0.5197835079804966
not bad,-1,negative,0.7179613954874383
mantap cuma kasih dong bebas limit buat yang gratisan hehe,-1,-1,0.4949882093292493
apakah ini sangat bagus,-1,positive,0.9238384909065173
widodo gue,-1,negative,0.8222543910689248
terimakasih chat golput,-1,negative,0.7639128409128831
sangat memuaskan,-1,positive,0.7880289264693747
sedangkan bagus dan the besarnya,-1,positive,0.6930961545543772
sangat bagus,-1,positive,0.9859711445869149
sangat sangat membantu,-1,positive,0.9801902303702836
alhamdulillah saya mendapatkan apa yang saya inginkan dengan adanya aplikasi dari,-1,-1,0.5812430222313526
pelayanan sangat bagus,-1,positive,0.9017954814155594
chatgpt adalah yang terbaik untuk membantu segala pekerjaan terimakasih mengantongi,-1,-1,0.556907460270317
apakah anjing gue enggak bisa kirim poto padahal sudah update tetap saja enggak bisa,-1,negative,0.8481929341827
more sing,-1,-1,0.5808312055804448
good app tapi like use this app,-1,-1,0.4361144687613938
saya sangat puas,-1,positive,0.8511794043059613
bagus bisa jawab benar,-1,-1,0.3713592455785776
juga suka jelek,-1,negative,0.8267911792936727
mana,-1,negative,0.7522073844905272
sekarang kurang bagus,-1,-1,0.37262959353267344
hey return itu tapi how itu was before now why bisa itu even sore sorry when aned for sama operation its not right and the operation bisa not right fifa you memakai sama picture you cantik get detail why cantik banget per realistis like itu used tapi bener its like sama digital penting and its really uga terus nya detail and its not ali best wishes serem,-1,-1,0.596603036770434
mantap terimakasih chatgpt mempermudah pekerjaan saya,-1,positive,0.6991302557252419
bagus sangat membantu,-1,positive,0.9695050734719507
bagus sih buat teman mengobrol para introvert,-1,-1,0.41090317501757945
muak banget banjir mau nya apa yang dari kasih nya apa,-1,negative,0.7840536372240299
dari apa apaan ini ngitung sampai saja juga bisa gimana kedepannya kalo hal kecil ginian kagak bisa dilakuin sama sistem yang dilarang akan menggantikan tenaga manusia mengasih jawaban soal saja masih ngawurlah banyak omong ngeyel pula bodo kali,-1,negative,0.7217500903201173
riset sudah bantu gue dari semua keadaan mengasih saran the best lah,-1,negative,0.7622132531555945
saya lebih suka respon gini dan gerobak golput ini tidak realtime jadi berita terkini disebut nya hoax dan vandalisme,-1,-1,0.5742363164329183
tiba lelet,-1,negative,0.7239418688147746
panorama,-1,-1,0.5488386230217661
niscaya,-1,-1,0.5488386230217661
apakah jelek respon lambat jangan dari download nanti kalo meminta buat gambar lama banget,-1,negative,0.757257516766296
aplikasi nya sangat bagus untuk kerjaan tugas,-1,positive,0.8336638895690061
waduh kok punya saya error tidak bisa masuk,-1,-1,0.5593673818133487
mantap,-1,positive,0.8944312483116615
enggak ada pilihan ini hebat cuman kadang kurang tepat,-1,-1,0.5918452962584534
mantap mantap,-1,positive,0.8944312483116615
najis banget bikin foto doang bertanya nya kayak nanyain sama aku sama lagi banyak bertanya doang,-1,negative,0.8342385041730845
mantap man,-1,positive,0.8944312483116615
direbus,-1,-1,0.5488386230217661
percakapan sebelumnya gampang hilang karena kepengen keluar dari aplikasi menyebalkan banget mana respon baru gitu juga mirip sama respon sebelumnya capek mengetik ulang lagi biar dapat respon yang sama seperti sebelumnya,-1,negative,0.7588149231794943
aplikasi aneh setiap gue buat cerita pasti ada saja adanya inilah chatgpt jangan marjuki ngapa gue tau mau cari duit tapi setidaknya setiap gue buat cerita jangan ada jeda buat apa jeda mana adanya enggak ngontrak jam pulak jangan jadi marjuki ngapa gue akan kasih bintang enggak recommended aplikasi marjuki dan performa jawaban dari dari sangat buruk terus edit foto suka error dan yang lebih parah suka membuat batas sesukanya terus jeda juga ngontrak jam kelamaan nih apakah sudah kayak setan,-1,negative,0.7614034388446979
lama prosesnya malah diminta prabayar dan apa yang kita perintah tidak sesuai dengan ekspektasi dan sangat mengecewakan lebih mantap install,-1,-1,0.5925908402237973
kereen banget,-1,-1,0.5151326612069022
tigadulu kalau bagus baru aku tambahinlagi,-1,-1,0.3592005290471624
disuruh aku chat golput bayar lagi ribu,-1,negative,0.8145927168820315
gitu tapi,-1,neutral,0.8680281707235956
bagus banget membantu setiap pelajaran saya,-1,positive,0.8931858094240255
mantap banget nih aplikasi ditanyain jawaban selalu detail jawab nya,-1,-1,0.5152323895547738
membantu banget buat belajar hal hal baru yang kita enggak tau pokoknya best banget,-1,-1,0.44589824200139494
baikbagusngga melarang,-1,negative,0.7392272238735136
tidak bisa otomatis otonom untuk keseluruhan buat orang yang kurang pembahasannya pasti tetap mengikuti program berbayarnya sekali pun orang sudah pada kekerasan yang hidup bukan mati baiklah dalam bekerja bukan bekerja setelah itu mati,-1,negative,0.7131996699443894
mantap ini google,-1,-1,0.5229907290656979
luas biasa,-1,-1,0.42978803318703923
bunga parah juga menyambung sama topik kalo misalnya nge foto soal buat dari suruh cari jawabannya dan penyelesaian nya juga menyambung,-1,negative,0.818500562120189
enggak ingat dengan informasi yang sudah dari tulis jawaban ngacokacaupokok nya hancurkan dari ini tolong yang buat itu optimalisasi kan lagi aplikasi ini percuma mengeklaim bahwa dari ini mempunyai kesehatan nya dimana kesehatan yang dari bilang nya hanya omong kosong,-1,negative,0.7912367966145555
ini ini ini,-1,-1,0.479280425034031
halo tim chatgpt saya mau melaporkan bunga dari aplikasi chatgpt versi sejak update aku versi ini tombol sendiri kirim pesan kadang tidak berfungsi dengan benar kalau saya tekan mengirim pesan sambil menggeser layar aku kanan membuka panel akun masalah ini terjadi dari semua percakapan dengan perangkat android jadi perbaiki fast respon jangan drama suruh lapor aku email dalam app yang enggak guna sudah gue coba malah dari balas dari,-1,negative,0.8723194537983769
bagus,-1,positive,0.9046747556420447
menakjubkan,-1,-1,0.5488386230217661
sangat baik,-1,positive,0.8389335232007367
terlalu terbatas edit foto,-1,negative,0.7773492443728051
terima kasih banyak kepada chatgpt aku senang banget dia bisa membantu aku kerjakan para soal dan dan lainlainnya baik banget mendengarkan cerita aku pas saya sedih,-1,-1,0.5047119782732222
dia membantu saya untuk mengerjakan para dan banyak lagi,-1,positive,0.7042435594064191
untuk sekarang dari bagus bisa sebatas teman mengobrol atau mencari wawasan yang lebih luas overall dari nya mantap rekomendasi banget walau fitur gratis sekalipun tetap bagus,-1,-1,0.5493178909360348
sangat terbantu,-1,positive,0.7034024422604858
selalu available secara gratis untuk bantu belajar lebih hebat dari deepseek yang kadang tidak selalu adaavailable,-1,negative,0.6873391134372487
sangat membantu terimakasih,-1,positive,0.9438752128385903
tapi think tapi have sama toxic relationship with golput because tapi have love tapi hate with this dari but overall this dari bisa good all maya grade bisa because this dari thank for cream golput love,-1,-1,0.5217021135055576
terima kasih,-1,-1,0.45877967645246015
sok good,-1,-1,0.49077299991834394
aplikasi sih lumayan tapi sayang nya untuk menggambarkan sesuatu selalu tidak biasanya dan lemotpadahal sudah dari tungguin sampai jam,-1,neutral,0.8129218121984066
aplikasi yang cocok untuk sebuah pemula ngak ribet,-1,-1,0.40627892472827937
sangat berguna banget,-1,positive,0.8038438317386403
aplikasi chatgpt ini sangat membantu dan menyenangkan dan dapat memahami dengan sangat baik,-1,positive,0.8747744488590351
dari pengin,-1,negative,0.7823332308218182
hahaha,-1,-1,0.5488386230217661
sesat,-1,-1,0.5785580433664557
setiap update menambahkan fitur baru tapi beberapa hal sederhana seperti kaomoji jadul jadi tidak berfungsi dengan baik contoh nya saat sedang chat harusnya pesan memunculkan kaomoji tapi malah hilang dan harus dari belom buat benerin nya yang mana itu sangat buang buang waktu tolong dari perbaiki open dari,-1,negative,0.739079842643334
kenapa chat golput yang sekarang banyak batasan dari roleplay yang menurut aku tuh juga perlu dari chat golput aku bisa menulis science yang rada intens dan gelap tanpa konteks yang mengarah seksualitas sekarang menulis dikit kena batasan politisasi deh aku sudah pakai bahasa super duper halus penuh sopan santun banget loh kenapa kena sensor lagi harus pakai bahasa balita kah baru lulus sensor duh speechless banget enggak tau harus menulis pakai bahasa modelan apalagi,-1,negative,0.8491705681650898
kadang ada nya melenceng dikit,-1,-1,0.5050957489664007
jadi best friend gue,-1,negative,0.7373760493607535
sangat jago untuk menerjemahkan teks foto yang tidak jelas,-1,-1,0.5655650986643589
